Key,English
jz_armorSwatGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with Forged Iron. Scrap for Iron\n\nBody Part Protections:\n25% Gash   -   50% Laceration\n50% Burn   -   10% Breaks\n10% Zombie Bites"
jz_armorSteelGroupDesc,"Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\nRepair with a Steel Armor Parts.\nScrap for Steel Armor Parts\n\nBody Part Protections:\n55% Gash   -   40% Laceration\n40% Burn   -   35% Breaks\n16% Zombie & Snake Bites"
jz_SpoiledDrink,"Spoiled Drink"
jz_SpoiledDrinkDesc,"A crafted drink that has spoiled. Click Open to separate the Dirty Water from the Jar."
jz_SchematicFertilizer,"Fertilizer Crafting Guide"
jz_TissueExtractorSpear,"Tissue Extractor Spear"
jz_TissueExtractorSpearDesc,"By attaching the Tissue Extractor to a spear it should give you a better reach for collecting samples. This item will only work at night during a bloodmoon and only until you collect all your samples for the quest.\n\n\n[fff700]Quest item, do not lose![-]"
jz_FoodPorkBelly,"Pork Belly"
meleeWpnKnucklesT1IronKnuckles,"Brass Knuckles"
jz_SchematicIronArrows,"Iron Arrow Crafting Guide"
jz_SchematicShotgunShell,"Shotgun Shell Crafting Guide"
jz_Schematic762MM,"762MM Crafting Guide"
jz_Schematic44MM,"44MM Crafting Guide"
jz_Schematic9MM,"9MM Crafting Guide"
jz_SchematicGlue,"Glue Crafting Guide"
jz_SchematicSteelShaping,"Steel Shaping Guide"
jz_SchematicIronShaping,"Iron Shaping Guide"
jz_SchematicNutAndBolt,"Nut and Bolt Crafting Guide"
jz_SchematicNails,"Nails Crafting Guide"
jz_SchematicMethaneProducer,"Methane Producer Crafting Guide"
jz_SchematicSteelForge,"Steel Forge Crafting Guide"
jz_SchematicSteelSafe,"Steel Safe Crafting Guide"
jz_SchematicWoodenChest,"Storage Box Crafting Guide"
jz_SchematicSteelDoors,"Steel Doors Crafting Guide"
jz_SchematicIronDoors,"Iron Doors Crafting Guide"
jz_SchematicWoodenDoors,"Wooden Doors Crafting Guide"
jz_drugPainkillersDesc,"Painkillers help you shrug off stuns and relieve [35bd00]Throbbing Pain[-]. They will also lower your Wellness by 1 and make you thirsty so take with caution" 
jz_drinkJarEmptyDesc,"An empty glass jar can be used to make refreshing drinks or to craft other recipes.\n\nThe secretes to its reproduction have been lost to the dead and it can only be found scavenging"
jz_resourceDuctTapeDesc,"Duct tape is useful for making many things & according to Madmole MacDyver a must have resource for making the cooler stuff.\n\nThe secretes to its reproduction have been lost to the dead and it can only be found scavenging\nScrap to Adhesives"
jz_ScrapSteel,"Scrap Steel"
jz_ScrapSteelDesc,"Assorted scraps of steel. Smelt in a Steel Forge to craft into new objects"
smallEngine,"Small Engine"
jz_smallEngineDesc,"A working engine for a small vehicle or generator.\n\nRepair with Scavenged Parts"
jz_EmptyPropaneTank,"Propane Tank(Empty)"
jz_EmptyPropaneTankDesc,"A old empty propane tank that can be refilled for other uses in the Methane Producer"
jz_DeadIsDeadResetItem,"Dead is Dead Reset Item"
jz_DeadIsDeadResetItemDesc,"[f21b10]Warning!!!!Warning!!!!Warning!!!![-]\n\nUsing this item will reset your player to level one and erase all of your players progress. There is a 15 min wait between restarts. You will respawn as a new player and start from scratch like new. This cannot be undone!\n[f21b10]Warning!!!!Warning!!!!Warning!!!![-]"
resourceFertilizer,"Fertilizer"
jz_Crowbar,"Crowbar"
jz_CrowbarDesc,"This Crowbar can be used to pick up world blocks that players cannot build like large beds, refrigerators and more. If you use the Crowbar on a broken workstation you can repair it and place a working one even if you don't know the workbench recipe. Once you have a Crowbar make sure to craft a mold for it on the Campfire before it breaks so you can craft a new one in the Forge."
jz_ProfessionPage,"Profession Page"
professionPageDesc,"With enough of these you can craft a new Profession Skill Book."
jz_FoodVenisonTenderloin,"Venison Tenderloin"
venisonDesc,"A fine cut of tender meat from the back of a Deer that takes a experienced hand to retrieve." 
jz_FoodBearFlank,"Bear Flank"
bearMeatDesc,"A hearty chunk of meat carved from the tender belly of a Bear that takes a experienced hand to retrieve." 
jz_FoodBearStew,"Bear Stew"
meatStewDesc,"A hearty stew with large chucks of delicious Bear meat."
jz_FoodOrange,"Orange"
OrangeDesc,"A juicy Orange."
jz_FoodCarrot,"Carrot"
carrotDesc,"A healthy crisp Carrot"
jz_FoodLeek,"Leek"
jz_FoodEggPlant,"Egg Plant"
jz_FoodEggPlantDesc,"A large fresh Egg Plant."
jz_FoodCarrotCake,"Carrot Cake"
carrotCakeDesc,"Delicious Carrot Cake"
jz_DrinkFruitJuice,"Fruit Juice"
fruitJuiceDesc,"A delicious blend of fruit blended in a Blender until drinkable."
jz_DrinkVeggieJuice,"Veggie Juice"
veggieJuiceDesc,"A delicious blend of veggies blended in a Blender until drinkable."
jz_FoodShamSandwich,"Sham Sandwich"
jz_SandwichDesc,"A yummy sandwich"
jz_FoodBrainShnitzel,"Brain Shnitzel"
brainShnitzelDesc,"A great use of left over Protein turned into a lovely gravy. Yumm..."
jz_VenomSack,"Venom Sack"
venomSackDesc,"A plump Venom Sack full of venom from a venomous animal. Can be used to craft [35bd00]Anti-Venom[-]."
jz_PoliceBaton,"Police Baton"
jz_PoliceBatonDesc,"An extendable police baton, you should be able to crack a skull with this"
jz_FoodGrubs,"Grubs"
grubsDesc,"Plump wiggly Grubs not exactly delicious but should fill your belly for now\n\nSoldiers have become accustomed to these things and do not receive any negative effects from eating raw"
jz_FoodFlour,"Flour"
jz_FoodBread,"Bread"
jz_meleeWpnBladeT3MacheteDesc,"Great for chopping zombies and sometimes trees and gutting animals for meat.\n\n\nRepair with Machete Parts"
jz_QISateliteRadioStationDesc,"A radio frequency used to communicate using satellites."
jz_QI887Frequency,"8.87GHz"
jz_QI934Frequency,"9.34GHz"
jz_QI1065Frequency,"10.65GHz"
jz_QI865Frequency,"8.65GHz"
jz_QI9885Frequency,"98.85GHz"
jz_QI1079Frequency,"10.79GHz"
jz_QITissueExtractor,"Tissue Extractor"
jz_QITissueExtractorDesc,"A medical device used to gather living tissue samples.\n\n\n[fff700]Quest item, do not lose![-]"
jz_QIMutatedTissueSample,"Infected Tissue Sample"
jz_QIMutatedTissueSampleDesc,"A nasty clump of flesh from an Infected. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]"
jz_QIMutatedTissueReport,"Tissue Analysis Report" 
jz_QIMutatedTissueReportDesc,"A scientifically detailed report on the Infected Samples.\n\n\n[fff700]Quest item, do not lose![-]"
jz_QIMutatedFungusSample,"Fungus Sample"
jz_QIMutatedFungusSampleDesc,"A spongy fungus that appears to be growing on the plants in the area.\n\n\n[fff700]Quest item, do not lose![-]"
jz_QIMutatedFungusReport,"Fungus Analysis Report"
jz_QIMutatedFungusReportDesc,"A scientifically detailed report on the Fungus Samples.\n\n\n[fff700]Quest item, do not lose![-]"
jz_QIMutatedTissueSample2,"Mutated Tissue Sample"
jz_QIMutatedTissueSample2Desc,"A nasty clump of flesh from a mutated creature. It smells terrible and is still slightly throbbing.\n\n\n[fff700]Quest item, do not lose![-]"
resourceDoorKnob,"Key Lock"
resourceDoorKnobDesc,"A working key locking mechanism. Can be used to craft secure Doors and Storage containers."
resourceElectronicParts,"Computer Parts"
jz_meleeWpnSledgeT0StoneSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nScraps to Small Stone"
jz_meleeWpnSledgeT1IronSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with a Forged Iron.\nScraps to Scrap Iron"
jz_meleeWpnSledgeT3SteelSledgehammerDesc,"The sledgehammer is one of the best weapons for cracking skulls.\n\nRepair with Steel Sledgehammer Parts.\nScrap to Steel Sledgehammer Parts"
jz_Tallow,"Tallow"
jz_QISateliteRadio,"Satellite Radio Parts"
jz_QISateliteRadioDesc,"Satellite receiver and transmitter parts for communication devices.\n\n\n[fff700]Quest item, do not lose![-]"
jz_resourceClothDesc,"Cloth is a staple for survival used for clothing, [35bd00]Bandages[-] and more. It can be harvested from many objects and crafted on the Light Armor Table with a Small Loom"
jz_meleeWpnBladeT0BoneKnifeDesc,"This primitive makeshift weapon is also useful for gutting animals."
jz_meleeWpnClubT1BaseballBatDesc,"This club was used in gladiatorial games of the past that were held in huge arenas.\nScraps to Sticks"
AAAAAAAAAAAAA,Starting Instruction
StartingInstructionsDesc,"This is where you choose your characters stats and abilities for this play through. Here you can craft Hobbies, Traits and Professions. Any combination can be chosen but these options do not stack. More Professions can be acquired by collecting Profession Pages found in loot." 
apparelSkiGogglesDesc,"Ski Goggles pimp your look."
apparelNerdGlassesDesc,"Wearing these nerdy looking glasses might not help your sex appeal but you get faster at crafting and gain extra XP."
apparelShadesDesc,"Sunglasses make you look cool"
foodSteakAndPotatoSchematic,Venison and Potato Meal Recipe
foodSteakAndPotato,"Venison And Potato"
apparelCigarDesc,"Look intimidating and get a better deal from traders.\nAlso acts as an apatite suppressant and slows stamina regain"
jz_QIBugOutBag,"Bug Out Bag"
jz_QIBugOutBagDesc,"A pre packed bag for when shit hits the fan and you have to flee in a hurry.\n\n\n[fff700]Quest item, do not lose![-]"
foodHoney,"A Serving of Honey"
jz_foodHoneyDesc,"Honey is one of mother nature's miracles. It gives you some energy, tastes great, and can be used to craft [35bd00]First Aid Bandage[-] or used to treat [f21b10]Medical Infection[-]."
jz_schematicGeneralGroupDesc,"Reading the schematic will teach you how to craft this item."
jz_SplashOfWater,Splash of Water
jz_SplashOfWaterDesc,"Splash some water on your head to cool off for a while"
jz_ProfessionFireFighterBook,"The Fire Fighting Profession"
jz_ProfessionBookDesc,"Teaches the stated Profession"
jz_ProfessionPoliceOfficerBook,The Police Profession
jz_ProfessionParkRangerBook,The Park Ranger Profession
jz_ProfessionBouncerBook,The Bouncer Profession
jz_ProfessionChefBook,The Chef Profession
jz_ProfessionBurglarBook,The Burglar Profession
jz_ProfessionCarpenterBook,The Carpenter Profession
jz_ProfessionMasonBook,The Mason Profession
jz_ProfessionConcreteMasonBook,"The Concrete Mason Profession"
jz_ProfessionSoldierBook,The Soldier Profession
jz_ProfessionFitnessInstructorBook,Fitness Instructor Profession
jz_ProfessionElectricianBook,The Electrician Profession
jz_ProfessionMetalWorkerBook,The Metal Worker Profession
jz_ProfessionMechanicBook,The Mechanic Profession
jz_ProfessionDoctorBook,The Doctor Profession
jz_ProfessionFarmerBook,The Farmer Profession
jz_ProfessionChemistBook,The Chemist Profession
jz_ProfessionSoldier,Soldier Profession
jz_ProfessionDoctor,Doctor Profession
jz_ProfessionBouncer,Bouncer Profession
jz_ProfessionChemist,Chemist Profession
jz_ProfessionCarpenter,Carpenter Profession
jz_ProfessionCop,Cop Profession
jz_ProfessionChef,Chef Profession
jz_ProfessionFitnessInstructor,Fitness Instructor Profession
jz_ProfessionFireman,Fireman Profession
jz_ProfessionMetalWorker,Metal Worker Profession
jz_ProfessionElectrician,Electrician Profession
jz_ProfessionFarmer,Farmer Profession
jz_ProfessionThief,Burglar Profession
jz_ProfessionParkRanger,Park Ranger Profession
jz_ProfessionMechanic,Mechanic Profession
jz_ProfessionMason,Mason Profession
jz_ProfessionConcreteMason,"Concrete Mason Profession"
tatteredClothesDesc,"Threadbare clothing thats just good for not being naked. Can be scrapped for Cloth"
jz_TatteredShirt,"Tattered Shirt"
jz_TatteredPants,"Tattered Pants"
jz_TatteredShoes,"Tattered Shoes"
jz_DrinkDirtyOuncesOfWater,Ounces of Dirty Water
jz_DrinkDirtyOuncesOfWaterDesc,"This water is dirty and unsafe to drink. Doing so may cause illness. Craft a Dirty Drink of Water for better hydration.\n\nCraft and use a Old Milk Jug to collect water from the environment." 
jz_DrinkDrityDrinkOfWater,Dirty Drink of Water
jz_DrinkDrityDrinkOfWaterDesc,"This water is dirty and unsafe to drink. Doing so may cause illness but some time you have to roll the dice.\n\nCraft and use a Old Milk Jug to collect water from the environment."
jz_DrinkCleanOuncesOfWater,Ounces of Clean Water
jz_DrinkCleanOuncesOfWaterDesc,"This water is clean and safe to drink and cook with. Craft a Clean Drink of Water for better hydration.\n\nCraft and use a Old Milk Jug to collect water from the environment."
jz_DrinkCleanDrinkOfWater,Clean Drink of Water
jz_DrinkCleanDrinkOfWaterDesc,"Clean drink of water.\n\nCraft and use a Old Milk Jug to collect water from the environment."
qc_ProfessionGroupDesc,Contains your Profession starting weapon
qc_Carpenter,Carpenter Starting Tool
qc_Cop,Cop Starting Weapon
qc_Soldier,Soldier Starting Weapon
qc_Bouncer,Bouncer Starting Weapon
qc_Chef,Chef Starting Weapon
qc_FitnessInstructor,Fitness Instructor Starting Weapon
qc_IronWorker,Metal Worker Starting Tool
qc_Electrician,Electrician Starting Tool
qc_Thief,Thief Starting Weapon
qc_ParkRanger,Park Ranger Starting Weapon
qc_Mechanic,Mechanic Starting Tool
qc_Fireman,Fireman Starting Weapon
qc_Mason,Mason Starting Tool
BasicGunPartsDesc,Simple parts that can be used to craft basic Firearms
jz_BasicGunParts,Basic Gun Parts
MilitaryGunPartsDesc,High grade parts that can be used to craft Advanced Firearms
jz_MilitaryGunParts,Military Gun Parts
oldRevolverDesc,"A old rusty Handgun thats barely able to shoot still. It's so damaged it can only use basic 9MM ammo. There's no way to repair it but it can be used for parts"
jz_OldRevolver,"Old Handgun"
oldRifleDesc,"A old rusty Hunting Rifle thats barely able to shoot still. It's so damaged it can only use basic 762MM ammo.There's no way to repair it but it can be used for parts"
jz_OldRifle,Old Hunting Rifle
steakKnifeDesc,A Basic Steak Knife
jz_SteakKnife,Steak Knife
jz_OldKnifeDesc,"A old rusty Knife, there is no repairing this thing."
jz_OldKnife,Old Knife
jz_ChefKnifeDesc,"A sharp Chef's knife"
jz_ChefKnife,Chef's Knife
OldAxeDesc,"A old rusty Axe, there is no repairing this thing."
jz_OldAxe,Old Axe
fryingPanDesc,"A simple iron Frying Pan. Can be used to cook with or to bash a head or two" 
jz_FryingPan,Frying Pan
screwdriverDesc,"A well made Screwdriver for disassembling electronics and as a tool to craft items."
jz_Screwdriver,"Screwdriver"
jz_ScrewdriverDesc,"Used to harvest more electronic resources when disassembling electronics.\n\nUsed to craft level 2 quality items on the Electronic Workbench"
jz_MasonHammerDesc,"A Mason Hammer used for disassembling Brick and Flagstone Blocks and upgrade and repair them."
jz_MasonHammer,Mason Hammer
jz_ConcreteSledgeDesc,"A Concrete Sledge Hammer used for disassembling Concrete Blocks and upgrade and repair them."
jz_ConcreteSledge,Concrete Sledge Hammer
welderToolDesc,"A Welding tool used for disassembling Steel Blocks and upgrade and repair them."
jz_WelderTool,Welder Tool
jz_LargeEngine,Large Engine
jz_LargeEngineDesc,A full size vehicle engine
jz_SchematicLargeEngine,Engine Crafting Guild
jz_SchematicLargeEngineDesc,"This book completely details how to assemble a vehicles engine from its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicSteelShovel,Steel Shovel Crafting Guide
jz_SchematicSteelShovelDesc,"This book completely details how to craft and assemble a Steel Shovel and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicSteelAxe,Steel Axe Crafting Guide
jz_SchematicSteelFireaxeDesc,"This book completely details how to craft and assemble a Steel Fireaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicSteelPickaxe,Steel Pickaxe Crafting Guide
jz_SchematicSteelPickaxeDesc,"This book completely details how to craft and assemble a Steel Pickaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicClawHammer,Claw Hammer Crafting Guide
jz_SchematicClawHammerDesc,"This book completely details how to craft and assemble a Claw Hammer and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicIronShovel,Iron Shovel Crafting Guide
jz_SchematicIronShovelDesc,"This book completely details how to craft and assemble a Iron Shovel and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicIronFireaxe,Iron Fireaxe Crafting Guide
jz_SchematicIronFireaxeDesc,"This book completely details how to craft and assemble a Iron Fireaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicIronPickaxe,Iron Pickaxe Crafting Guide
jz_SchematicIronPickaxeDesc,"This book completely details how to craft and assemble a Iron Pickaxe and its parts. If you know this recipe you can scrap it for Skill Paper."
jz_FoodSchematicDesc,"A battered old Cook Book. Looks like only one recipe is still readable. If you know this recipe you can scrap it for Skill Paper."
jz_SchematicBrainShnitzel,Brain Schnitzel Recipe
jz_SchematicCarrotCake,Carrot Cake Recipe
jz_SchematicMead,Mead Recipe
jz_SchematicBread,Bread Recipe
jz_SchematicGlazedMeat,Glazed Meats Recipe
jz_SchematicMeatPie,Meat Pies Recipe
jz_SchematicKabob,Kabobs Recipe
jz_GlassJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Broken Glass."
jz_SteelJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Scrap Steel."
jz_RubberJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Scrap Rubber."
jz_MechanicalJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Mechanical Parts."
jz_ElectricJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Electronic Parts."
jz_CircuitJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Circuit Parts."
jz_PlasticJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Plastic Scraps."
jz_ClothJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Cloth."
jz_PaperJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Paper."
jz_WoodJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Sticks."
jz_StoneJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Stones."
jz_BrassJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Scrap Brass."
jz_LeadJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Scrap Lead."
jz_IronJunkDesc,"Old junk. If you can't find a use for it you can scrap it for Scrap Iron."
jz_HoneyCombDesc,"A small piece of honeycomb dripping with honey."
jz_HoneyComb,"Ounces of Honey"
jz_PaperBookDesc,"An old, ragged book with unreadable pages."
jz_PaperBook,Old Book
plankDesc,"A cut plank of wood."
resourceWood,Plank
ironSledgeHeadDesc,"A Sledge Hammer Head made from Iron."
jz_SledgeHead,Iron Sledge Hammer Head
jz_SteelOreDesc,"Raw Steel Ore. Must be processed in a Steel Forge."
jz_SteelOre,Steel Ore
jz_CharcoalDesc,"Dusty old bag of Grilling Charcoal."
jz_Charcoal,Charcoal
jz_MoldyVeggiesDesc,"Old Rotten Vegetables. Not much use but can be scrapped to Compost and used in Farming."
jz_MoldyVeggies,Moldy Veggies
jz_MoldyFruitDesc,"Old Rotten Fruit. Not much use but can be scrapped to Compost and used in Farming."
jz_MoldyFruit,Moldy Fruit
jz_ScrapWireDesc,"Small length of usable Copper wiring"
jz_ScrapWire,Scrap Wire
fireWoodDesc,"Dry cut Fire Wood treated with oils to burn much longer than normal wood."
jz_FireWood,Fire Wood
jz_WheatDesc,"Dry Wheat Stocks. Not edible in this form but can be ground into Flour."
jz_Wheat,Wheat
jz_HammerHeadDesc,"Hammer Head that can be used to craft the tool"
jz_HammerHead,Claw Hammer Head
jz_IronShovelHeadDesc,"Iron Shovel Head that can be used to craft the tool"
jz_IronShovelHead,Iron Shovel Head
jz_IronFireaxeHeadDesc,"Iron Fireaxe Head that can be used to craft the tool"
jz_IronFireaxeHead,Iron Fireaxe Head
jz_IronPickaxeHeadDesc,"Iron Pickaxe Head that can be used to craft the tool"
jz_IronPickaxeHead,Iron Pickaxe Head
jz_SmallKnifeBladeDesc,"Hunting Blade that can be used to craft the tool"
jz_SmallKnifeBlade,HuntingKnife Blade
jz_SharpeningStoneDesc,"A manufactured stone for sharpening blades" 
jz_SharpeningStone,Sharpening Stone
jz_NitroglycerinDesc,"A highly unstable liquid that is used to make high grade explosives."
jz_Nitroglycerin,Nitroglycerin
hoofDesc,"Freshly removed foot of a hoofed animal"
jz_Hoof,Hoof
CuredSinewDesc,"A animal sinew that has been processed to make it a very strong string"
jz_CuredSinew,Cured Sinew
boneMealDesc,"Finely ground bones"
jz_BoneMeal,Bone Meal
sinewDesc,"A carefully harvested tendon from a fresh dead animal."
jz_Sinew,Sinew
jz_AnimalBladderDesc,"A unpunctured animal bladder harvested from a fresh dead animal."
jz_AnimalBladder,Animal Bladder
jz_LightBulbDesc,"An unbroken light bulb"
jz_LightBulb,Light Bulb
nutAndBoltDesc,"A threaded nut and bolt that can be used to craft many things."
jz_NutAndBolt,"Nut & Bolt"
zincPowderDesc
jz_ZincPowder,Zinc Powder
fiberRopeDesc,"A cord made of natural fibers"
jz_FiberRope,Fiber Cordage
jz_ToolLeatherNeedleDesc,"A leather needle strong enough to pierce the toughest hide"
jz_ToolLeatherNeedle,Leather Needle
jz_ToolSewingNeedleDesc,"A Sharp slither of metal with a hole. Should work well for sewing"
jz_ToolSewingNeedle,Sewing Needle
blankSkillBookDesc,"A blank Skill Book needed to research a unknown crafting recipe."
jz_BlankSkillBook,Blank Skill Book
incendiaryPowderDesc,"A needed ingredient for crafting incendiary ammunition"
jz_IncendiaryPowder,Incendiary Powder
meltedRubberDesc,"Rubber thats been melted down to be more pliable for crafting."
jz_MeltedRubber,Melted Rubber
gunOilDesc,"Specialty Oil needed to clean and maintain firearms" 
jz_GunOil,Gun Oil
weaponRepairKitDesc,"Everything needed to clean and repair a Turret."
jz_WeaponRepairKit,"Turret Repair Kit"
inkPenDesc,"A working ink pen needed to research a unknown crafting recipe."
jz_InkPen,Ink Pen
ScavengedPartsDesc,"Scavenged parts and supplies that can be used to repair vehicles."
resourceRepairKit,"Scavenged Parts"
jz_ScavengedParts,"Repair Kit"
jz_RepairKitDesc,"Basic items that can be used to repair common tools and weapons."
steelPipeDesc,"A solid steel pipe used in many crafting recipes"
jz_SteelPipe,Steel Pipe
jz_SkillPaperDesc,"Collect Skill Paper by scrapping unneeded schematics. Combine them with a Ink Pen and Book to craft Blank Skill Books that are needed to research unknown schematics on the Research Desk."
jz_SkillPaper,Skill Paper
bioMassDesc,Decomposing organic rubbish that can be used in farming."
jz_BioMass,Compost
scrapRubberDesc,"Scraps of rubber material"
jz_ScrapRubber,Scrap Rubber
curedLeatherDesc,"Animal Hide that has been processed into usable leather material. Must be dried before using."
jz_CuredLeather,Cured Leather
jz_BrainMatterDesc,"Chunky hunks of fresh brain matter. Ewwwwww!"
jz_BrainMatter,Brain Matter
jz_AnimalHideDesc,"Animal Hide freshly skinned from a dead animal. Must be processed before it decays."
jz_AnimalHide,Animal Hide
stickDesc,"Scrap of wood. Can be used in hand to collect grass and can be used as a tool in the Campfire"
jz_Stick,Stick
jz_BulletPressDesc,"A machine that allows the manual assembling of ammunition."
jz_BulletPress,Bullet Press
jz_LabEquipmentDesc,"All the Equipment needed for complex chemical manufacturing."
jz_LabEquipment,"Lab Equipment"
jz_StillDesc,"A Copper Pot Still used to refine liquors."
jz_Still,Copper Still
jz_SmallLoomDesc,"A small loom capable of creating cloth fabric from raw cotton."
jz_SmallLoom,Small Loom
jz_BikeWheelsDesc,"A bike tire that is still in reasonable shape, it should still be usable."
jz_BikeWheels,Bike Tire
jz_MinibikeSeatDesc,"A padded seat for the Minibike."
jz_MinibikeSeat,Minibike Seat
jz_MoldDDesc,"A clay mold used to craft the given item."
jz_MoldDart,Dart Mold
jz_MoldLargeEngineBlock,Large Engine Block Mold
jz_MoldSmallEngineBlock,Small Engine Block Mold
jz_MoldAxeHead,Axe Head Mold
jz_MoldBrassKnuckles,Brass Knuckle Mold
jz_MoldShovelHead,Shovel Head Mold
jz_MoldSledgeHead,"Iron Sledge Head Mold"
jz_MoldScrewdriverHead,"Screwdriver Head Mold"
jz_MoldWrench,"Wrench Mold"
jz_FoodBread,"Bread"
jz_MoldHammerHead,"Claw Hammer Head Mold"
jz_MoldSmallKnifeBlade,"Hunting Knife Blade Mold"
jz_MoldSteelPickAxeHead,"Mold Steel Pickaxe Head"
jz_MoldIronPickAxeHead,"Mold Iron Pickaxe Head"
jz_MoldCrowbar,Crowbar Mold
fanBeltDesc,"A old fan belt from a some kind of engine."
jz_FanBelt,Fan Belt
alternatorDesc,"A Alternator that hasn't sized up yet. Might still be usable."
jz_Alternator,Alternator
jz_PartLargeExhaustDesc,"Long pipes used for exhaust on vehicles."
jz_PartLargeExhaust,Lg Exhaust
jz_PartSmallExhaustDesc,"Short pipes used for exhaust on Bikes."
jz_PartSmallExhaust,Sm Exhaust
jz_PartLargeEngineBlockDesc,"The engine block from a vehicles engine."
jz_PartLargeEngineBlock,Lg Engine Block
jz_PartSmallEngineBlockDesc,"The engine block from a bikes engine."
jz_PartSmallEngineBlock,Sm Engine Block
jz_MeatPiesDesc,"A meat pie with flaky crust"
jz_FoodMeatPie,Meat Pie
jz_SandwichDesc,"A freshly made sandwich."
jz_FoodTunaSandwich,Tuna Sandwich
jz_FoodSalmonSandwich,Salmon Sandwich
ratOnAStickDesc,"A nicely charred protein meal. Just keep telling yourself that and eat it."
jz_FoodRatOnAStick,Rat on a Stick
fruitCakeDesc,"Only 2 things survived the apocalypse, Roaches and Fruit Cake."
jz_FoodFruitCake,Fruit Cake
MREDesc,"Old military rations. Only slightly radiated."
jz_FoodMRELarge,Large MRE
jz_FoodMREMedium,Medium MRE
jz_FoodMRESmall,Small MRE
jz_FoodOatMealDesc,"Dry pack of instant Oatmeal. Looks still edible."
jz_FoodOatMeal,Instant Oatmeal
jz_FoodPeanutButterDesc,"Creamy roasted peanut butter."
jz_FoodPeanutButter,Peanut Butter
deadRatDesc,"A plump dead rat."
jz_FoodDeadRat,Dead Rat
jz_FoodChipsDesc,"A unopened bag of Potato Chips. Yummy!"
jz_FoodChips,Potato Chips
jz_FoodCerealDesc,"A box of breakfast cereal. Only a little stale."
jz_FoodCereal,Cereal
canUnlabeledDesc,"An old dented can whose label has been torn off. You can’t be certain what’s in it but there’s only one way to find out."
jz_FoodCanUnlabeled,Unlabeled Can
jz_FoodStrawberryDesc,"A fresh Strawberry."
jz_FoodStrawberry,Strawberry
jz_KabobDesc,"Meat and Vegetables roasted on a stick"
jz_FoodKabob,Kabob
jz_GlazedMeatDesc,"Juicy meat glazed with fresh fruit and cooked to perfection."
jz_FoodGlazedMeat,Glazed Meat
jz_FoodBoiledSandwich,Boiled Sandwich
jz_FoodGrilledSandwich,Grilled Sandwich
jz_FoodCharredSandwich,Charred Sandwich
veggieSaladDesc,"A healthy salad made up of fresh vegetables."
jz_FoodVeggieSalad,Veggie Salad
fruitSaladDesc,"A healthy salad made up of fresh vegetables."
jz_FoodFruitSalad,Fruit Salad
jz_DrinkMeadDesc,"A alcoholic beverage made from fermenting honey"
jz_DrinkMead,Mead
jz_medicalBandageDesc,"A simple bandage that can be used to stop [f21b10]Bleeding[-] and treat many injuries\n\nUse the secondary action to treat another player."
jz_medicalFirstAidBandageDesc,"A bandages coated in [00d537]Plant Salve[-] that can be used to stop [f21b10]Bleeding[-] and treat injuries and burns\n\nUse the secondary action to treat another player."
jz_medicalFirstAidKitDesc,"A First Aid Kit uses all the contained medical items at once.\n\nUse the secondary action to unpack the kit and retrive the medical items"
jz_MedicalCleansingWash,"Cleansing Wash"
jz_MedicalCleansingWashDesc,"Sterile Saline Solution and a clean rag. Used to clean wounds and prevent a [f21b10]Medical Infection[-]"
redHotDesc,"A burning red hot pipe that can be used to cauterize a [f21b10]Bite[-] or [f21b10]Puncher Wound[-]. Its really gone hurt though"
jz_medicalSplintDesc,"Heals broken bones but does not protect against further injury.\n\nUse the secondary action to heal another player."
jz_medicalPlasterCastDesc,"Heals a broken bone more quickly than a splint but does not protect against further injury.\n\nUse the secondary action to treat another player."
jz_MedicalRedHotPipeDesc,"A burning red hot pipe that can be used to cauterize a [f21b10]Zombie Bites[-]. Its really gone hurt though"
jz_MedicalRedHotSteelPipe,Red Hot Pipe
